zipcode,price
75001.0,$98.00
75009,$52.00
75010,$120.00
75020,$90.00
75009.0,$65.00
75019,$40.00
75011,$75.00
75007,$330.00
75014.0,$35.00
75018.0,$55.00
75116.0,$37.00
75018.0,$85.00
75012,$100.00
75018.0,$59.00
75008,$90.00
75006,$80.00
75015.0,$60.00
75012,$40.00
75020,$50.00
75010,$45.00
75012.0,$100.00
75001.0,$80.00
75010,$94.00
75013.0,$42.00
75019,$50.00
75006.0,$130.00
75017,$120.00
75015.0,$75.00
75019.0,$76.00
75012,$75.00
75014.0,$75.00
75018.0,$68.00
75018,$40.00
75011,$55.00
75015.0,$55.00
75020.0,$125.00
75013,$90.00
75015.0,$75.00
75002.0,$135.00
75014,$43.00
75007,$300.00
75016,$32.00
75016,$60.00
75011.0,$75.00
75116,$60.00
75019.0,$60.00
75116.0,$30.00
75017.0,$87.00
75008.0,$141.00
75018.0,$72.00
75009.0,$60.00
75018,$80.00
75018.0,$35.00
75009,$120.00
75011.0,$40.00
92100.0,$36.00
75016,$299.00
75020.0,$130.00
75006,$89.00
75010.0,$60.00
75010,$80.00
75015,$59.00
75116,$130.00
75020,$50.00
75015.0,$65.00
75116.0,$380.00
75019.0,$49.00
75013.0,$70.00
75014.0,$45.00
75020.0,$85.00
75015.0,$90.00
,$45.00
75003,$299.00
75002,$100.00
75010,$90.00
75015.0,$45.00
75020.0,$90.00
75020,$69.00
75017,$80.00
75018,$40.00
75018,$95.00
75017.0,$80.00
75011,$80.00
75020,$80.00
75018.0,$60.00
75009.0,$60.00
75001.0,$98.00
75116.0,$500.00
75005,$130.00
75009,$300.00
75019,$150.00
75006.0,$80.00
75011,$90.00
75001.0,$130.00
75011.0,$84.00
75011,$92.00
75017.0,$80.00
75010,$120.00
75007.0,$129.00
75001.0,$70.00
75011.0,$85.00
75011,$115.00
75018,$60.00
75020.0,$40.00
75005.0,$49.00
75011,$60.00
75019,$70.00
75019.0,$68.00
75017.0,$45.00
75015,$60.00
75017.0,$80.00
75001,$90.00
75015.0,$41.00
75015,$250.00
75005.0,$100.00
75014.0,$89.00
75011,$140.00
75009,$85.00
75020.0,$55.00
75019.0,$90.00
75008,$270.00
75014.0,$65.00
75006,$111.00
75018,$60.00
,$38.00
75020.0,$40.00
75012,$45.00
75018,$53.00
75018.0,$50.00
75009.0,$59.00
75018,$105.00
75018.0,$75.00
,$110.00
75009,$130.00
,$120.00
75018,$55.00
75017,$60.00
75015.0,$58.00
75020,$41.00
75018.0,$100.00
75011.0,$35.00
75010.0,$30.00
75020,$65.00
75011.0,$95.00
75019,$50.00
75020.0,$35.00
75006,$51.00
75020.0,$60.00
75020.0,$60.00
75005,$88.00
75001,$90.00
N,$95.00
75009.0,$75.00
75015.0,$45.00
75015.0,$120.00
75013,$225.00
,$90.00
75018.0,$90.00
75002,$95.00
75015.0,$89.00
75009.0,$44.00
75018.0,$50.00
75005,$79.00
75015,$60.00
75019.0,$50.00
75017,$75.00
75010.0,$59.00
75011.0,$90.00
75010,$105.00
75013.0,$31.00
75010,$85.00
75019,$60.00
75017,$76.00
75018.0,$45.00
75012,$37.00
75009.0,$99.00
75017.0,$88.00
75018.0,$95.00
75010,$53.00
75012.0,$95.00
75003.0,$49.00
75007.0,$138.00
75009,$160.00
75011.0,$130.00
75017,$299.00
75003.0,$55.00
75002.0,$65.00
75017,$75.00
75008.0,$190.00
75019.0,$60.00
75018.0,$40.00
75010.0,$120.00
75018.0,$40.00
75005.0,$110.00
75017.0,$100.00
75004.0,$87.00
75018,$158.00
75013,$69.00
75004,$148.00
75019.0,$85.00
75012,$55.00
75011.0,$55.00
75011,$130.00
75020,$45.00
75015,$130.00
75019,$40.00
75005.0,$49.00
75017,$90.00
75014,$60.00
75016,$150.00
75019.0,$58.00
75004.0,$90.00
75010,$320.00
75014,$35.00
75018,$100.00
75009.0,$91.00
75008.0,$85.00
75005.0,$93.00
75015.0,$100.00
75009,$149.00
75011.0,$62.00
75018,$75.00
75007,$90.00
75013,$75.00
75011.0,$40.00
75010.0,$55.00
75009,$49.00
75011.0,$50.00
75005,$40.00
75010,$70.00
75002,$169.00
75007.0,$29.00
75002.0,$65.00
75116.0,$160.00
75004,$110.00
75003.0,$100.00
75013.0,$70.00
75009,$99.00
75016,$300.00
75011.0,$57.00
75018.0,$84.00
75004,$68.00
,$33.00
75018.0,$75.00
75011,$75.00
75020,$60.00
75014,$71.00
75015,$115.00
75017.0,$70.00
75017.0,$70.00
75018,$65.00
75019,$60.00
75007.0,$175.00
75020,$80.00
75004,$115.00
75010.0,$99.00
75018.0,$100.00
75020,$90.00
75014.0,$80.00
75004.0,$59.00
75009.0,$90.00
75015.0,$180.00
75116,$75.00
75018.0,$80.00
75006,$135.00
75002.0,$165.00
75003,$115.00
75007.0,$90.00
75018.0,$80.00
75020,$45.00
75015.0,$175.00
,$30.00
75017.0,$80.00
75018,$300.00
75015.0,$54.00
75020,$50.00
75019.0,$70.00
75011.0,$60.00
75011,$80.00
75013.0,$35.00
75018.0,$45.00
75020,$40.00
75013.0,$58.00
75018,$45.00
75017.0,$70.00
75004,$260.00
75017,$40.00
75012.0,$90.00
75011.0,$40.00
75015.0,$45.00
75116,$88.00
75010.0,$75.00
75014.0,$65.00
75018.0,$150.00
75009.0,$45.00
75009,$60.00
75002.0,$110.00
75013.0,$35.00
75020,$50.00
75018.0,$55.00
75020.0,$60.00
75014.0,$45.00
75016.0,$85.00
75003,$80.00
92600.0,$73.00
75015.0,$90.00
75020,$65.00
75012.0,$100.00
75008.0,$60.00
75010,$99.00
75004,$100.00
75017.0,$50.00
75010,$60.00
75009.0,$119.00
75011,$59.00
75003,$70.00
75012.0,$55.00
75014,$84.00
75012.0,$70.00
75017,$85.00
75013.0,$98.00
75010,$160.00
75018.0,$66.00
75003,$75.00
75008.0,$220.00
75005,$45.00
75007,$130.00
75007.0,$180.00
75017,$85.00
75003.0,$60.00
75013.0,$50.00
75013.0,$95.00
75001,$65.00
75007,$60.00
75015.0,$50.00
75001.0,$65.00
75010.0,$50.00
75011,$70.00
75002,$119.00
75017,$99.00
75017,$299.00
75014,$90.00
75018.0,$70.00
75011.0,$98.00
75014,$39.00
75017.0,$95.00
75013.0,$50.00
75009,$90.00
75004.0,$119.00
75006,$100.00
75003,$98.00
75011,$200.00
75020.0,$78.00
75007.0,$178.00
75010.0,$30.00
75002.0,$72.00
75018.0,$70.00
75018,$65.00
75017,$65.00
75020,$59.00
75018.0,$80.00
75001.0,$89.00
75006,$85.00
75018.0,$45.00
75001,$150.00
75015.0,$250.00
75017,$75.00
75014.0,$45.00
75009,$42.00
75018,$75.00
75020.0,$25.00
75003,$69.00
75015.0,$78.00
75017.0,$80.00
75004.0,$135.00
75014.0,$76.00
75014,$60.00
75019.0,$85.00
75015.0,$60.00
75015,$450.00
75006.0,$75.00
75011.0,$40.00
75005,$79.00
75013.0,$120.00
75004,$130.00
75003,$198.00
,$46.00
75010,$65.00
75017,$69.00
75009.0,$50.00
75015.0,$60.00
75017,$80.00
75007.0,$88.00
75013,$35.00
75005,$67.00
75005,$45.00
75005.0,$60.00
75014,$99.00
75018,$62.00
75018,$55.00
75004.0,$80.00
75007.0,$300.00
75011,$540.00
75003,$85.00
75020.0,$45.00
75017,$70.00
75002.0,$170.00
75013,$64.00
75004.0,$200.00
75019,$40.00
75015,$13.00
75009.0,$90.00
75014.0,$40.00
75010,$70.00
75017.0,$78.00
75010.0,$38.00
75016.0,$135.00
75011,$130.00
75010.0,$70.00
,$84.00
75016.0,$50.00
75004,$110.00
75009.0,$85.00
75011.0,$47.00
75005.0,$550.00
75020,$44.00
75005,$95.00
75017,$60.00
75018,$71.00
75020.0,$60.00
75016.0,$180.00
75007,$100.00
75013.0,$54.00
75006,$59.00
75019,$150.00
75001.0,$150.00
75018.0,$70.00
75011.0,$100.00
75016,$67.00
75018,$50.00
75013.0,$36.00
75011,$81.00
92100,$100.00
75018,$50.00
75011.0,$50.00
75009,$85.00
75015,$170.00
75014,$55.00
75020,$32.00
75018,$36.00
75015,$140.00
75004.0,$55.00
75007,$167.00
75015,$110.00
75009,$95.00
75005.0,$42.00
75005.0,$60.00
75014.0,$110.00
75016.0,$60.00
75018.0,$40.00
75013,$95.00
75008.0,$81.00
75018.0,$60.00
75014,$49.00
75006,$110.00
75004.0,$300.00
75015,$115.00
75016.0,$170.00
75009.0,$100.00
75001.0,$55.00
75012.0,$138.00
75001,$170.00
75015,$45.00
75018,$99.00
75017.0,$60.00
75018,$79.00
75008,$304.00
75012.0,$50.00
75015,$69.00
75005,$78.00
75003.0,$91.00
75014.0,$55.00
75008,$150.00
75015,$90.00
75006,$180.00
75019,$85.00
75011.0,$110.00
75017.0,$28.00
75001,$80.00
75010.0,$94.00
75017.0,$150.00
75009.0,$56.00
75011,$39.00
75015,$100.00
75018.0,$40.00
75008,$55.00
92120,$110.00
75011.0,$70.00
75002,$159.00
75009,$290.00
75018.0,$70.00
75018,$30.00
75017,$220.00
75003,$143.00
75002,$199.00
75018.0,$57.00
75116,$75.00
75011.0,$90.00
75011.0,$58.00
75010,$70.00
75011.0,$65.00
75004,$104.00
75015,$70.00
75010.0,$65.00
75018,$65.00
75003,$111.00
75013,$31.00
75018,$80.00
75010,$230.00
75002,$129.00
75010,$49.00
75003,$140.00
75002,$73.00
75020,$65.00
75010.0,$230.00
75018,$80.00
75116,$150.00
75018.0,$169.00
75012.0,$47.00
75002.0,$253.00
75013.0,$65.00
75020,$40.00
75020,$65.00
75019.0,$155.00
75015.0,$100.00
75015.0,$76.00
75018.0,$75.00
75011.0,$70.00
75013,$100.00
75013.0,$65.00
75012,$30.00
75017,$25.00
75011,$256.00
75006.0,$251.00
75116,$50.00
75019,$40.00
75018,$33.00
75014,$150.00
75010,$123.00
75010.0,$125.00
75018,$43.00
92600,$52.00
75009,$95.00
75002,$55.00
75004.0,$92.00
75020.0,$51.00
75009,$120.00
75015,$85.00
75004,$180.00
75004,$91.00
75005,$120.00
75015,$50.00
75002,$79.00
75018.0,$40.00
75017.0,$90.00
75005,$115.00
75018.0,$53.00
75009,$100.00
75003,$125.00
75009,$80.00
75013,$51.00
75003,$200.00
75003,$120.00
75002,$85.00
75007.0,"$1,257.00"
75011.0,$60.00
75020.0,$89.00
75017.0,$48.00
75003,$95.00
75018.0,$67.00
75018,$95.00
75019.0,$45.00
75011.0,$55.00
75019,$35.00
75020,$50.00
75018.0,$60.00
75015.0,$53.00
75010,$62.00
75018.0,$60.00
75015,$80.00
75015,$70.00
75015,$120.00
75015,$50.00
75018.0,$50.00
75011.0,$25.00
75003.0,$75.00
75009.0,$85.00
75020.0,$150.00
75011,$90.00
75013.0,$65.00
75013,$200.00
75010,$68.00
75011.0,$56.00
75014,$39.00
75018.0,$70.00
,$95.00
75017,$62.00
75009,$90.00
75016.0,$65.00
75011.0,$49.00
75010.0,$85.00
75009,$169.00
75017.0,$85.00
75010,$65.00
75012,$50.00
75016.0,$90.00
75019.0,$50.00
75018,$45.00
75017,$59.00
75004.0,$70.00
75018,$34.00
75116.0,$69.00
75018,$75.00
75015,$42.00
75015.0,$50.00
75011,$80.00
75008,$268.00
75011,$75.00
75002.0,$80.00
75020,$45.00
75019.0,$40.00
75010.0,$65.00
75015,$62.00
75015,$230.00
75002.0,$100.00
75010,$30.00
75016,$100.00
75019.0,$150.00
75007,$30.00
75018.0,$69.00
75015,$39.00
75010.0,$118.00
75013,$100.00
75014,$120.00
75018.0,$88.00
75011.0,$175.00
75018.0,$60.00
75016,$100.00
75016,$105.00
75008.0,$50.00
75017.0,$51.00
75017,$90.00
75007.0,$72.00
75011,$60.00
75019.0,$65.00
75020.0,$109.00
75017.0,$50.00
75010,$65.00
75012,$35.00
75007,$38.00
75002.0,$300.00
75010.0,$75.00
75004.0,$54.00
75004,$79.00
75010.0,$73.00
75016.0,$25.00
75020,$55.00
75005.0,$190.00
75015,$45.00
75020,$70.00
75009,$120.00
75005,$125.00
75017.0,$90.00
75003.0,$109.00
75019,$50.00
75002,$153.00
75020.0,$95.00
75009.0,$54.00
75010,$250.00
75020.0,$46.00
75019.0,$40.00
75010.0,$59.00
75003.0,$155.00
75012.0,$75.00
75003,$53.00
75013,$45.00
75002.0,$90.00
75003.0,$70.00
75116,$430.00
75011,$52.00
75011,$90.00
75017.0,$90.00
75017,$55.00
75014.0,$59.00
75020,$60.00
75011,$75.00
75015,$25.00
75017.0,$44.00
75010.0,$40.00
75018,$83.00
75015.0,$250.00
75004,$80.00
75005.0,$199.00
75017.0,$50.00
75016.0,$160.00
75015,$99.00
75015,$75.00
75020,$47.00
75020.0,$55.00
75012,$100.00
75010.0,$70.00
,$52.00
75019.0,$95.00
75007.0,$70.00
75020.0,$68.00
75007.0,$120.00
75015.0,$280.00
75006.0,$100.00
75007.0,$125.00
94300,$50.00
75012,$120.00
75011,$59.00
75010.0,$88.00
75011,$60.00
75009,$210.00
75014.0,$35.00
75012.0,$100.00
75017.0,$90.00
75011,$99.00
75016.0,$85.00
75019,$165.00
,$32.00
75012.0,$149.00
75018.0,$50.00
75012.0,$68.00
75017.0,$80.00
75001.0,$90.00
75011.0,$45.00
75014,$150.00
75007,$72.00
75016.0,$195.00
75011.0,$70.00
75010.0,$85.00
75011.0,$150.00
75011,$65.00
75009.0,$140.00
75015,$75.00
75011.0,$42.00
75018.0,$50.00
75006,$699.00
75014,$39.00
75010.0,$105.00
75011.0,$81.00
75009,$100.00
75116,$90.00
75020.0,$48.00
75011,$48.00
75017.0,$110.00
75011.0,$70.00
75007,$75.00
75008.0,$140.00
75010,$200.00
75018.0,$18.00
75008.0,$50.00
75018.0,$79.00
75015,$65.00
75013.0,$70.00
75011.0,$55.00
75007,$80.00
75018.0,$45.00
75011,$100.00
75011.0,$195.00
75012.0,$60.00
75010,$90.00
75015,$59.00
75007,$60.00
75015,$55.00
75116,$80.00
75018,$60.00
75010,$80.00
,$55.00
75010.0,$50.00
75004,$70.00
75018.0,$59.00
75003,$105.00
75005,$42.00
75019,$42.00
75002.0,$96.00
75015.0,$59.00
75013,$80.00
75008.0,$110.00
75004,$90.00
75005.0,$60.00
75018.0,$65.00
75003.0,$80.00
75018.0,$45.00
75005.0,$56.00
75011,$55.00
75013,$27.00
75011.0,$50.00
75017,$90.00
75011.0,$180.00
75011.0,$60.00
75016,$250.00
75003.0,$140.00
75015,$85.00
75005.0,$60.00
75020.0,$58.00
75018.0,$90.00
75016,$120.00
75006,$58.00
75020,$35.00
75001.0,$99.00
75019.0,$110.00
75018,$90.00
75018,$115.00
75018,$48.00
75005,$100.00
75018.0,$320.00
75018,$55.00
75003.0,$150.00
75009,$120.00
75009,$80.00
75011.0,$120.00
75020.0,$49.00
75002.0,$150.00
75010.0,$50.00
75018,$55.00
75018,$40.00
75007.0,$60.00
75002.0,$60.00
75002,$80.00
75020,$40.00
75004,$110.00
75018.0,$65.00
75010.0,$60.00
75012,$110.00
75019,$57.00
75001.0,$59.00
75011,$90.00
75011,$45.00
,$160.00
75005.0,$79.00
75014,$89.00
75002.0,$80.00
75011.0,$90.00
75007.0,$60.00
75019,$50.00
75015.0,$75.00
75116,$250.00
75003,$35.00
75002.0,$69.00
75012.0,$110.00
75019.0,$37.00
75006.0,$150.00
75011,$95.00
75014.0,$60.00
75018.0,$75.00
75013.0,$60.00
75020,$22.00
75015,$75.00
75011,$68.00
75014.0,$38.00
75016.0,$35.00
75116.0,$70.00
,$70.00
75014.0,$60.00
75003.0,$290.00
75016.0,$128.00
75001,$140.00
75011.0,$70.00
75002.0,$50.00
75012,$95.00
75019,$21.00
75011.0,$180.00
75007.0,$175.00
75116.0,$100.00
92100,$65.00
75018.0,$40.00
75009.0,$50.00
75011.0,$47.00
75018,$140.00
75005,$110.00
75009,$52.00
75018.0,$75.00
75003,$60.00
75020.0,$50.00
75003,$150.00
75014.0,$150.00
75010.0,$50.00
75005,$43.00
75011.0,$55.00
75001,$100.00
75116.0,$49.00
75018,$100.00
75013,$35.00
75012.0,$80.00
75014,$45.00
75006.0,$90.00
75011,$70.00
75012.0,$80.00
75001,$107.00
75011.0,$49.00
75015,$120.00
75017.0,$46.00
75016.0,$85.00
75020.0,$125.00
75019.0,$42.00
75007.0,$150.00
75009,$55.00
75003,$160.00
75004.0,$60.00
75012.0,$73.00
75007.0,$300.00
,$69.00
75004.0,$150.00
75001.0,$400.00
75004.0,$120.00
75018.0,$35.00
75003,$119.00
75019.0,$50.00
75003,$165.00
75019.0,$64.00
75003,$75.00
75018.0,$50.00
75010.0,$60.00
75014.0,$50.00
75009,$150.00
75006.0,$87.00
75011,$190.00
75018,$48.00
75003,$138.00
75009,$50.00
75018.0,$55.00
75018.0,$22.00
75013,$51.00
75017.0,$90.00
75018.0,$19.00
75012.0,$49.00
75014.0,$50.00
75015,$130.00
75018.0,$350.00
75017.0,$81.00
75011.0,$160.00
75009,$55.00
75009,$50.00
75018.0,$90.00
75014.0,$100.00
75116.0,$180.00
75009,$80.00
75017,$85.00
75017.0,$300.00
75007.0,$124.00
75010.0,$80.00
75019,$70.00
75013.0,$50.00
92100.0,$80.00
75010.0,$120.00
75020,$50.00
75009.0,$95.00
75010.0,$28.00
75001,$129.00
75011.0,$60.00
75001.0,$180.00
75012.0,$60.00
75018,$90.00
75004.0,$100.00
75017.0,$46.00
75003.0,$100.00
75016.0,$59.00
93310,$80.00
75009,$33.00
75003.0,$400.00
75015.0,$60.00
75017.0,$75.00
75012.0,$69.00
75116.0,$39.00
92130,$120.00
75010.0,$70.00
75018,$80.00
75011,$195.00
75019,$70.00
75017,$50.00
75017,$79.00
75012.0,$45.00
75013.0,$85.00
,$180.00
75007.0,$89.00
75009.0,$125.00
75009.0,$60.00
75002,$129.00
75010.0,$180.00
75015,$48.00
75020.0,$43.00
75011,$0.00
75010,$90.00
75015,$95.00
75017.0,$70.00
75011.0,$45.00
75011.0,$65.00
75013,$35.00
75002,$60.00
75018,$72.00
75003,$100.00
75010,$120.00
75014,$65.00
75116,$145.00
75008.0,$106.00
75116,$170.00
75017.0,$120.00
75012,$50.00
75005,$319.00
75012,$69.00
75016.0,$70.00
75011,$177.00
75009.0,$45.00
75002,$279.00
75017.0,$75.00
75019.0,$35.00
75017,$53.00
75016.0,$70.00
75018.0,$85.00
75003,$90.00
75009.0,$45.00
75010.0,$60.00
75008.0,$200.00
75012.0,$58.00
75018,$65.00
75010,$69.00
75019,$52.00
75009,$135.00
,$35.00
75018,$49.00
75003,$90.00
75009.0,$80.00
75005,$150.00
75016,$89.00
75014,$40.00
75010.0,$120.00
75012.0,$40.00
75017,$83.00
75011,$89.00
75005.0,$50.00
75012.0,$44.00
75008.0,$100.00
75010.0,$68.00
75003,$150.00
75001,$194.00
75002.0,$219.00
75011,$165.00
75017.0,$42.00
75002,$87.00
75018,$89.00
75009,$132.00
75003,$90.00
75012.0,$50.00
75017,$56.00
,$210.00
75002.0,$185.00
75003.0,$240.00
75003.0,$59.00
75010.0,$21.00
75011,$60.00
75015,$61.00
75017.0,$190.00
75015.0,$75.00
75008.0,$250.00
75009.0,$60.00
75014.0,$70.00
75010,$100.00
75018.0,$90.00
75020.0,$65.00
75019.0,$75.00
75018.0,$85.00
75007,$84.00
75013,$65.00
75017.0,$70.00
75019.0,$65.00
75011.0,$65.00
75015,$55.00
75015.0,$95.00
75012.0,$49.00
75018.0,$59.00
75020,$39.00
75015.0,$100.00
75011.0,$60.00
75013.0,$115.00
75019,$45.00
75003,$150.00
75012.0,$79.00
75011,$94.00
75010.0,$50.00
75018,$75.00
75002,$65.00
75013.0,$70.00
75001.0,$119.00
75017.0,$40.00
75019,$260.00
75015,$55.00
75003.0,$40.00
75012,$30.00
75018.0,$46.00
75010,$50.00
75019,$65.00
75018.0,$34.00
75017,$50.00
75002.0,$125.00
75019,$45.00
75004.0,$130.00
75116.0,$300.00
75003.0,$48.00
75015.0,$100.00
75014.0,$60.00
75015.0,$49.00
75018.0,$60.00
75017,$45.00
75003,$90.00
75003.0,$79.00
75010.0,$80.00
75020.0,$45.00
75020.0,$70.00
75016,$180.00
75005.0,$130.00
75019.0,$33.00
75018,$45.00
75116.0,$103.00
75018,$40.00
75015.0,$500.00
75016.0,$110.00
75015.0,$90.00
75011.0,$161.00
75014,$25.00
75009.0,$300.00
75019.0,$55.00
75012.0,$45.00
75020,$40.00
75018.0,$35.00
75019.0,$60.00
,$45.00
75018.0,$47.00
75018,$69.00
75001.0,$140.00
,$62.00
75010,$48.00
75013,$190.00
75018.0,$50.00
75010,$95.00
75020.0,$40.00
75001.0,$100.00
75012.0,$79.00
75020.0,$66.00
75011.0,$120.00
75008,$120.00
75019.0,$40.00
75015.0,$115.00
75010.0,$49.00
75017,$88.00
75010,$70.00
75010.0,$105.00
75018,$40.00
75018,$60.00
75005.0,$65.00
75016.0,$140.00
75001.0,$290.00
75011.0,$100.00
75020.0,$150.00
75010,$60.00
75015,$90.00
75019,$29.00
75018.0,$150.00
75011.0,$36.00
75015.0,$10.00
75017.0,$120.00
75017.0,$90.00
75012.0,$50.00
75010,$85.00
75008,$60.00
75015.0,$65.00
75013.0,$65.00
75010.0,$60.00
75010,$150.00
75020.0,$40.00
75011.0,$160.00
,$100.00
75015,$50.00
75017,$42.00
75116,$0.00
75017,$65.00
75013.0,$80.00
75003,$130.00
75015.0,$59.00
75018.0,$80.00
75003,$59.00
75006,$95.00
75011.0,$60.00
75015,$50.00
75018.0,$80.00
75011.0,$60.00
75004.0,$75.00
75020,$45.00
,$20.00
75010.0,$30.00
75018,$72.00
75015.0,$100.00
75006.0,$30.00
75018.0,$99.00
75003,$129.00
75004,$110.00
75009.0,$85.00
75004,$60.00
75011.0,$70.00
75014.0,$125.00
75009,$190.00
75008.0,$50.00
75013.0,$120.00
75011.0,$45.00
75018,$30.00
75011.0,$100.00
75020.0,$48.00
75018.0,$140.00
75019.0,$60.00
75007.0,$89.00
75011.0,$60.00
75003,$45.00
75010,$100.00
75004.0,$96.00
75015.0,$68.00
75014.0,$95.00
75018,$79.00
75011.0,$45.00
75008.0,$120.00
75020,$32.00
75018,$80.00
75010.0,$48.00
75018,$105.00
75003.0,$79.00
75014.0,$90.00
75011,$89.00
75020,$45.00
75020.0,$50.00
75013,$24.00
75007.0,$85.00
75011.0,$100.00
75020.0,$51.00
75003,$150.00
75010,$59.00
75010,$60.00
75003.0,$22.00
75014.0,$52.00
75020.0,$42.00
75007,$85.00
75007.0,$170.00
75019.0,$100.00
75018.0,$60.00
75018.0,$62.00
75013,$33.00
75001,$42.00
75011.0,$65.00
